Id;;$;;Tweet;;$;;following;;$;;followers;;$;;actions;;$;;is_retweet;;$;;Type;;$;;URLCounted;;$;;HashtagCounted;;$;;MensionCounted;;$;;averageHashtag;;$;;averageURL;;$;;wordsCounted;;$;;SpamWordsCounted
0.0;;$;;11500.0;;$;;0;;$;;0.0;;$;;Quality;;$;;0;;$;;2;;$;;0;;$;;0.25;;$;;0.0;;$;;8;;$;;0
0.0;;$;;0.0;;$;;0;;$;;0.0;;$;;Quality;;$;;0;;$;;0;;$;;1;;$;;0.0;;$;;0.0;;$;;24;;$;;0
0.0;;$;;0.0;;$;;0;;$;;0.0;;$;;Quality;;$;;0;;$;;0;;$;;0;;$;;0.0;;$;;0.0;;$;;8;;$;;1
3319.0;;$;;611.0;;$;;294.0;;$;;0.0;;$;;Spam;;$;;2;;$;;1;;$;;0;;$;;0.09090909090909091;;$;;0.18181818181818182;;$;;11;;$;;2
4840.0;;$;;1724.0;;$;;1522.0;;$;;0.0;;$;;Spam;;$;;1;;$;;0;;$;;0;;$;;0.0;;$;;0.08333333333333333;;$;;12;;$;;3
4435.0;;$;;16041.0;;$;;27750.0;;$;;0.0;;$;;Spam;;$;;1;;$;;0;;$;;0;;$;;0.0;;$;;0.125;;$;;8;;$;;2
0.0;;$;;0.0;;$;;0.0;;$;;0.0;;$;;Quality;;$;;1;;$;;5;;$;;1;;$;;0.45454545454545453;;$;;0.09090909090909091;;$;;11;;$;;2
0.0;;$;;193000.0;;$;;0;;$;;0.0;;$;;Quality;;$;;0;;$;;3;;$;;2;;$;;0.15789473684210525;;$;;0.0;;$;;19;;$;;0
39000.0;;$;;46900.0;;$;;47.0;;$;;0.0;;$;;Quality;;$;;1;;$;;1;;$;;0;;$;;0.05555555555555555;;$;;0.05555555555555555;;$;;18;;$;;0
9025.0;;$;;20165.0;;$;;6331.0;;$;;0.0;;$;;Spam;;$;;2;;$;;0;;$;;0;;$;;0.0;;$;;0.16666666666666666;;$;;12;;$;;2
0.0;;$;;0.0;;$;;0;;$;;0.0;;$;;Quality;;$;;0;;$;;0;;$;;2;;$;;0.0;;$;;0.0;;$;;4;;$;;0
0.0;;$;;0.0;;$;;0;;$;;0.0;;$;;Quality;;$;;0;;$;;0;;$;;0;;$;;0.0;;$;;0.0;;$;;19;;$;;0
780.0;;$;;897.0;;$;;4792.0;;$;;1.0;;$;;Spam;;$;;2;;$;;2;;$;;0;;$;;0.16666666666666666;;$;;0.16666666666666666;;$;;12;;$;;4
1893.0;;$;;1651.0;;$;;3564.0;;$;;1.0;;$;;Spam;;$;;2;;$;;3;;$;;0;;$;;0.2;;$;;0.13333333333333333;;$;;15;;$;;2
7981.0;;$;;12815.0;;$;;13601.0;;$;;1.0;;$;;Spam;;$;;1;;$;;0;;$;;0;;$;;0.0;;$;;0.5;;$;;2;;$;;1
0.0;;$;;0.0;;$;;0.0;;$;;0.0;;$;;Quality;;$;;1;;$;;0;;$;;1;;$;;0.0;;$;;0.06666666666666667;;$;;15;;$;;1
85.0;;$;;73.0;;$;;434.0;;$;;0.0;;$;;Spam;;$;;0;;$;;3;;$;;0;;$;;0.25;;$;;0.0;;$;;12;;$;;0
0.0;;$;;0.0;;$;;0;;$;;0.0;;$;;Quality;;$;;1;;$;;0;;$;;0;;$;;0.0;;$;;0.2;;$;;5;;$;;0
0.0;;$;;0.0;;$;;259.0;;$;;0.0;;$;;Quality;;$;;0;;$;;1;;$;;4;;$;;0.1;;$;;0.0;;$;;10;;$;;0
0.0;;$;;0.0;;$;;0;;$;;0.0;;$;;Quality;;$;;0;;$;;0;;$;;0;;$;;0.0;;$;;0.0;;$;;24;;$;;0
0.0;;$;;0.0;;$;;0.0;;$;;0.0;;$;;Quality;;$;;2;;$;;6;;$;;0;;$;;0.5454545454545454;;$;;0.18181818181818182;;$;;11;;$;;1
856.0;;$;;1093.0;;$;;6219.0;;$;;1.0;;$;;Spam;;$;;2;;$;;0;;$;;0;;$;;0.0;;$;;0.5;;$;;4;;$;;2
